number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,priority_label,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at,Priority_Label
INC0002079,Active,True,0,0,0,True,Caller 3399,Opened by  62,3/3/2016 16:14,?,?,Updated by 908,3-Mar-16,Phone,Location 108,Category 20,Subcategory 103,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 33,True,False,Do Not Notify,?,?,?,?,code 6,User_32,3/3/2016 16:25,8/3/2016 17:00,Moderate
INC0002080,New,True,0,0,0,True,Caller 1197,Opened by  221,3/3/2016 16:15,Created by 98,3/3/2016 16:23,Updated by 429,3-Mar-16,Phone,Location 143,Category 26,Subcategory 275,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 28,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,User_30,21-03-2016 12:28,26-03-2016 12:59,Moderate
INC0002081,New,True,0,0,0,True,Caller 5398,Opened by  386,3/3/2016 16:15,Created by 167,3/3/2016 16:21,Updated by 723,3-Mar-16,Phone,Location 136,Category 24,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 26,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,User_30,3/3/2016 17:17,8/3/2016 18:00,Moderate
INC0002082,Active,True,0,0,0,True,Caller 5120,Opened by  247,3/3/2016 16:16,Created by 120,3/3/2016 16:18,Updated by 534,3-Mar-16,Phone,Location 232,Category 55,Subcategory 270,Symptom 249,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 24,Resolver 132,True,False,Do Not Notify,?,?,?,?,code 6,User_118,14-03-2016 08:33,24-03-2016 18:50,Moderate
INC0002083,New,True,0,0,0,True,Caller 301,?,3/3/2016 16:18,Created by 89,3/3/2016 16:23,Updated by 370,3-Mar-16,Phone,Location 51,Category 42,Subcategory 31,Symptom 276,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 5,Resolver 22,True,False,Do Not Notify,?,?,?,?,code 4,User_20,10/3/2016 17:01,24-03-2016 18:50,Moderate
INC0002086,New,True,0,0,0,True,Caller 3185,Opened by  386,3/3/2016 16:23,?,?,Updated by 908,3-Mar-16,Phone,Location 93,Category 61,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 75,?,True,False,Do Not Notify,?,?,?,?,code 16,User_209,1/4/2016 10:32,6/4/2016 10:59,Moderate
INC0002089,Active,True,0,0,0,True,Caller 5161,Opened by  12,3/3/2016 16:26,Created by 7,3/3/2016 16:32,Updated by 27,3-Mar-16,Phone,Location 204,Category 42,Subcategory 224,Symptom 332,?,3 - Low,2 - Medium,4 - Low,P4,Group 67,Resolver 223,True,False,Do Not Notify,?,CHG0001656,?,?,code 6,User_165,20-06-2016 10:21,25-06-2016 11:00,Low
INC0002090,New,True,0,0,0,True,Caller 4046,Opened by  174,3/3/2016 16:27,Created by 79,3/3/2016 16:35,Updated by 336,3-Mar-16,Phone,Location 93,Category 24,Subcategory 164,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 23,Resolver 69,True,False,Do Not Notify,?,?,?,?,code 11,User_62,15-03-2016 15:38,24-03-2016 18:59,Moderate
INC0002093,New,True,0,0,0,True,Caller 3958,Opened by  390,3/3/2016 16:29,?,?,Updated by 908,3-Mar-16,Phone,Location 204,Category 20,Subcategory 103,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,User_24,3/3/2016 22:42,8/3/2016 23:00,Moderate
INC0002094,New,True,0,0,0,True,Caller 2274,Opened by  402,3/3/2016 16:30,?,?,Updated by 908,3-Mar-16,Phone,Location 93,Category 9,Subcategory 164,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 23,?,True,False,Do Not Notify,?,?,?,?,code 7,User_169,3/3/2016 17:20,8/3/2016 18:00,Moderate
INC0002095,Active,True,0,0,0,True,Caller 1297,Opened by  62,3/3/2016 16:32,?,?,Updated by 908,3-Mar-16,Phone,Location 161,Category 20,Subcategory 103,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 33,True,False,Do Not Notify,?,?,?,?,code 6,User_32,3/3/2016 16:48,8/3/2016 17:00,Moderate
INC0002096,New,True,0,0,0,True,Caller 425,Opened by  221,3/3/2016 16:34,?,?,Updated by 908,3-Mar-16,Phone,Location 143,Category 37,Subcategory 189,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 65,?,True,False,Do Not Notify,?,?,?,?,?,User_163,4/3/2016 16:52,9/3/2016 17:00,Moderate
INC0002097,New,True,0,0,0,True,Caller 3830,Opened by  174,3/3/2016 16:36,Created by 79,3/3/2016 16:38,Updated by 336,3-Mar-16,Phone,Location 35,Category 9,Subcategory 145,Symptom 571,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 29,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,User_30,8/3/2016 9:49,24-03-2016 18:40,Moderate
INC0002099,New,True,0,0,0,True,Caller 5555,Opened by  55,3/3/2016 16:37,Created by 30,3/3/2016 16:39,Updated by 129,3-Mar-16,Phone,Location 204,Category 34,Subcategory 154,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 25,Resolver 57,True,False,Do Not Notify,?,?,?,?,code 6,User_53,28-06-2016 10:31,3/7/2016 11:00,Moderate
INC0002100,New,True,0,0,0,True,Caller 5611,Opened by  386,3/3/2016 16:38,Created by 167,3/3/2016 16:47,Updated by 723,3-Mar-16,Phone,Location 161,Category 53,Subcategory 117,Symptom 382,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 24,Resolver 249,True,False,Do Not Notify,?,?,?,?,code 6,User_227,7/3/2016 8:52,24-03-2016 18:40,Moderate
INC0002104,New,True,0,0,0,True,Caller 383,Opened by  55,3/3/2016 16:42,Created by 30,3/3/2016 16:47,Updated by 129,3-Mar-16,Phone,Location 204,Category 34,Subcategory 154,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 25,Resolver 57,True,False,Do Not Notify,?,?,?,?,code 6,User_53,28-06-2016 10:30,3/7/2016 11:00,Moderate
INC0002107,New,True,0,0,0,True,Caller 2723,Opened by  55,3/3/2016 16:43,?,?,Updated by 908,3-Mar-16,Phone,Location 204,Category 34,Subcategory 154,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 25,?,True,False,Do Not Notify,?,?,?,?,code 9,User_133,21-03-2016 11:55,26-03-2016 11:59,Moderate
INC0002108,New,True,0,0,0,True,Caller 1846,Opened by  55,3/3/2016 16:43,Created by 30,3/3/2016 16:47,Updated by 129,3-Mar-16,Phone,Location 204,Category 34,Subcategory 294,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 25,Resolver 224,True,False,Do Not Notify,?,?,?,?,code 6,User_203,3/3/2016 17:04,8/3/2016 18:00,Moderate
INC0002110,New,True,0,0,0,True,Caller 425,Opened by  221,3/3/2016 16:46,Created by 98,3/3/2016 16:47,Updated by 429,3-Mar-16,Phone,Location 143,Category 37,Subcategory 135,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 65,Resolver 180,True,False,Do Not Notify,?,?,?,?,?,User_163,4/3/2016 16:52,9/3/2016 17:00,Moderate
INC0002112,New,True,0,0,0,True,Caller 2025,Opened by  390,3/3/2016 16:48,Created by 169,3/3/2016 16:51,Updated by 727,3-Mar-16,Phone,Location 161,Category 26,Subcategory 175,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 24,True,False,Do Not Notify,?,?,?,?,code 6,User_22,4/3/2016 11:47,9/3/2016 12:00,Moderate
INC0002113,New,True,0,0,0,True,Caller 5555,Opened by  55,3/3/2016 16:48,?,?,Updated by 908,3-Mar-16,Phone,Location 204,Category 24,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 20,?,True,False,Do Not Notify,?,?,?,?,code 6,User_107,4/3/2016 10:22,9/3/2016 11:00,Moderate
INC0002115,New,True,0,0,0,True,Caller 4454,Opened by  221,3/3/2016 16:53,?,?,Updated by 908,3-Mar-16,Phone,Location 93,Category 26,Subcategory 164,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 4,User_103,3/3/2016 17:24,8/3/2016 18:00,Moderate
INC0002116,New,True,0,0,0,True,Caller 2384,?,3/3/2016 16:53,Created by 89,3/3/2016 16:59,Updated by 370,3-Mar-16,Phone,Location 108,Category 53,Subcategory 168,Symptom 116,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 27,Resolver 111,True,False,Do Not Notify,?,?,?,?,code 6,User_100,7/3/2016 16:14,24-03-2016 18:40,Moderate
INC0002117,New,True,0,0,0,True,Caller 5555,Opened by  55,3/3/2016 16:54,Created by 30,3/3/2016 16:57,Updated by 129,3-Mar-16,Phone,Location 204,Category 20,Subcategory 103,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 57,True,False,Do Not Notify,?,?,?,?,code 6,User_53,8/3/2016 11:54,24-03-2016 18:40,Moderate
INC0002119,New,True,0,0,0,True,Caller 300,Opened by  155,3/3/2016 16:56,Created by 61,3/3/2016 17:07,Updated by 259,3-Mar-16,Phone,Location 55,Category 37,Subcategory 135,Symptom 509,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 72,Resolver 82,True,False,Do Not Notify,?,?,?,?,code 6,User_75,12/4/2016 12:11,17-04-2016 13:07,Moderate
INC0002120,New,True,0,0,0,True,Caller 919,Opened by  174,3/3/2016 16:57,Created by 79,3/3/2016 17:14,Updated by 336,3-Mar-16,Phone,Location 204,Category 53,Subcategory 117,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 25,Resolver 125,True,False,Do Not Notify,?,?,?,?,code 5,User_113,17-03-2016 09:38,24-03-2016 18:59,Moderate
INC0002122,New,True,0,0,0,True,Caller 4319,Opened by  390,3/3/2016 16:59,?,?,Updated by 908,3-Mar-16,Phone,Location 108,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,User_220,7/3/2016 11:48,24-03-2016 18:40,Moderate
INC0002123,New,True,0,0,0,True,Caller 462,?,3/3/2016 17:00,Created by 89,3/3/2016 17:09,Updated by 370,3-Mar-16,Phone,Location 108,Category 53,Subcategory 168,Symptom 116,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 27,Resolver 111,True,False,Do Not Notify,?,?,?,?,code 6,User_100,7/3/2016 16:11,24-03-2016 18:40,Moderate
INC0002124,New,True,0,0,0,True,Caller 2274,Opened by  386,3/3/2016 17:06,Created by 167,3/3/2016 17:12,Updated by 723,3-Mar-16,Phone,Location 93,Category 61,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 23,Resolver 135,True,False,Do Not Notify,?,?,?,?,code 6,User_121,4/3/2016 12:10,9/3/2016 13:00,Moderate
INC0002126,New,True,0,0,0,True,Caller 4319,Opened by  390,3/3/2016 17:07,?,?,Updated by 908,3-Mar-16,Phone,Location 108,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,User_220,7/3/2016 11:55,24-03-2016 18:40,Moderate
INC0002127,New,True,0,0,0,True,Caller 300,Opened by  155,3/3/2016 17:08,Created by 61,3/3/2016 17:09,Updated by 259,3-Mar-16,Phone,Location 54,Category 37,Subcategory 135,?,?,3 - Low,3 - Low,4 - Low,P4,Group 50,Resolver 82,True,False,Do Not Notify,?,?,?,?,code 6,User_106,14-03-2016 15:11,24-03-2016 18:50,Low
INC0002129,New,True,0,0,0,True,Caller 2903,?,3/3/2016 17:10,Created by 89,3/3/2016 17:16,Updated by 370,3-Mar-16,Phone,Location 143,Category 53,Subcategory 168,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 28,Resolver 236,True,False,Do Not Notify,?,?,?,?,code 11,User_215,5/5/2016 17:11,10/5/2016 18:07,Moderate
INC0002130,New,True,0,0,0,True,Caller 4319,Opened by  390,3/3/2016 17:11,?,?,Updated by 908,3-Mar-16,Phone,Location 108,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,User_220,7/3/2016 11:56,24-03-2016 18:40,Moderate
INC0002131,New,True,0,0,0,True,Caller 689,Opened by  390,3/3/2016 17:12,?,?,Updated by 908,3-Mar-16,Phone,Location 133,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,User_189,17-03-2016 04:21,24-03-2016 18:59,Moderate
INC0002132,New,True,0,0,0,True,Caller 723,?,3/3/2016 17:17,?,?,Updated by 908,3-Mar-16,Phone,Location 93,Category 22,Subcategory 277,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 75,?,True,False,Do Not Notify,?,?,?,?,code 7,User_209,31-03-2016 10:46,5/4/2016 10:59,Moderate
INC0002133,New,True,0,0,0,True,Caller 2274,Opened by  402,3/3/2016 17:17,?,?,Updated by 908,3-Mar-16,Phone,Location 93,Category 61,Subcategory 164,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 74,?,True,False,Do Not Notify,?,?,?,?,code 7,User_50,9/3/2016 14:57,24-03-2016 18:40,Moderate
INC0002134,New,True,0,0,0,True,Caller 723,?,3/3/2016 17:21,?,?,Updated by 908,3-Mar-16,Phone,Location 93,Category 61,Subcategory 16,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 73,?,True,False,Do Not Notify,?,?,?,?,code 7,User_50,9/3/2016 14:43,24-03-2016 18:40,Moderate
INC0002138,New,True,0,0,0,True,Caller 723,?,3/3/2016 17:25,Created by 89,3/3/2016 17:27,Updated by 370,3-Mar-16,Phone,Location 93,Category 34,Subcategory 154,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 23,Resolver 69,True,False,Do Not Notify,?,?,?,?,code 6,User_62,31-05-2016 15:45,5/6/2016 16:07,Moderate
INC0002139,New,True,0,0,0,True,Caller 2274,Opened by  402,3/3/2016 17:26,Created by 172,3/3/2016 17:31,Updated by 750,3-Mar-16,Phone,Location 93,Category 45,Subcategory 200,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 23,Resolver 215,True,False,Do Not Notify,?,?,?,?,code 6,User_196,4/3/2016 14:36,9/3/2016 15:00,Moderate
INC0002140,New,True,0,0,0,True,Caller 4908,?,3/3/2016 17:28,Created by 89,3/3/2016 17:35,Updated by 370,3-Mar-16,Phone,Location 143,Category 53,Subcategory 168,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 236,True,False,Do Not Notify,?,?,?,?,code 9,User_215,7/3/2016 14:10,24-03-2016 18:40,Moderate
INC0002141,New,True,0,0,0,True,Caller 663,Opened by  390,3/3/2016 17:31,Created by 169,3/3/2016 17:34,Updated by 727,3-Mar-16,Phone,Location 204,Category 53,Subcategory 117,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 236,True,False,Do Not Notify,?,?,?,?,code 6,User_215,7/3/2016 17:10,24-03-2016 18:40,Moderate
INC0002142,New,True,0,0,0,True,Caller 3745,Opened by  402,3/3/2016 17:32,?,?,Updated by 908,3-Mar-16,Phone,Location 51,Category 44,Subcategory 54,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 57,?,True,False,Do Not Notify,?,?,?,?,code 1,User_133,21-03-2016 15:17,26-03-2016 15:59,Moderate
INC0002143,New,True,0,0,0,True,Caller 4256,Opened by  386,3/3/2016 17:33,Created by 167,3/3/2016 17:36,Updated by 723,3-Mar-16,Phone,Location 143,Category 61,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 28,Resolver 225,True,False,Do Not Notify,?,?,?,?,code 6,User_204,28-03-2016 09:30,2/4/2016 9:59,Moderate
INC0002145,New,True,0,0,0,True,Caller 5419,Opened by  390,3/3/2016 17:36,Created by 169,3/3/2016 17:39,Updated by 727,3-Mar-16,Phone,Location 46,Category 26,Subcategory 175,Symptom 79,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,User_30,3/5/2016 9:14,8/5/2016 10:07,Moderate
INC0002150,New,True,0,0,0,True,Caller 4908,?,3/3/2016 17:39,?,?,Updated by 908,3-Mar-16,Phone,Location 143,Category 32,Subcategory 9,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 7,User_114,3/3/2016 18:44,8/3/2016 19:00,Moderate
INC0002151,New,True,0,0,0,True,Caller 3081,Opened by  402,3/3/2016 17:39,Created by 172,3/3/2016 17:51,Updated by 750,3-Mar-16,Phone,Location 161,Category 45,Subcategory 200,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 55,Resolver 194,True,False,Do Not Notify,?,?,?,?,code 6,User_177,28-04-2016 16:58,3/5/2016 17:07,Moderate
INC0002155,New,True,0,0,0,True,Caller 1182,Opened by  390,3/3/2016 17:53,Created by 169,3/3/2016 18:05,Updated by 727,3-Mar-16,Phone,Location 93,Category 53,Subcategory 303,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 69,True,False,Do Not Notify,?,?,?,?,code 6,User_62,18-03-2016 17:25,24-03-2016 18:59,Moderate
INC0002156,New,True,0,0,0,True,Caller 3047,Opened by  402,3/3/2016 17:54,Created by 172,3/3/2016 17:58,Updated by 750,3-Mar-16,Phone,Location 204,Category 45,Subcategory 200,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 55,Resolver 10,True,False,Do Not Notify,?,?,?,?,code 6,User_9,10/3/2016 16:33,24-03-2016 18:50,Moderate
INC0002158,New,True,0,0,0,True,Caller 1083,Opened by  62,3/3/2016 17:58,?,?,Updated by 908,3-Mar-16,Phone,Location 42,Category 37,Subcategory 135,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 50,?,True,False,Do Not Notify,?,?,?,?,code 6,User_212,8/3/2016 10:08,24-03-2016 18:40,Moderate
INC0002159,Resolved,True,0,0,0,True,Caller 2135,Opened by  402,3/3/2016 17:59,?,?,Updated by 908,3-Mar-16,Phone,Location 143,Category 23,Subcategory 75,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 7,User_175,?,8/3/2016 19:00,Moderate
INC0002161,New,True,0,0,0,True,Caller 1611,Opened by  402,3/3/2016 18:05,Created by 172,3/3/2016 18:13,Updated by 750,3-Mar-16,Phone,Location 86,Category 24,Subcategory 164,Symptom 607,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 29,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,User_30,22-03-2016 14:49,27-03-2016 14:59,Moderate
INC0002162,Active,True,0,0,0,True,Caller 1878,Opened by  221,3/3/2016 18:06,Created by 98,3/3/2016 18:20,Updated by 429,3-Mar-16,Phone,Location 93,Category 42,Subcategory 31,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 39,?,True,False,Do Not Notify,?,?,?,?,code 6,User_166,4/3/2016 9:03,9/3/2016 10:00,Moderate
INC0002163,New,True,0,0,0,True,Caller 1182,Opened by  390,3/3/2016 18:06,Created by 169,3/3/2016 18:08,Updated by 727,3-Mar-16,Phone,Location 93,Category 42,Subcategory 224,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,User_166,4/3/2016 17:04,9/3/2016 18:00,Moderate
INC0002164,New,True,0,0,0,True,Caller 3576,Opened by  402,3/3/2016 18:13,?,?,Updated by 908,3-Mar-16,Phone,Location 51,Category 51,Subcategory 6,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 9,User_133,17-03-2016 14:00,24-03-2016 18:59,Moderate
INC0002166,New,True,0,0,0,True,Caller 2213,Opened by  402,3/3/2016 18:23,Created by 172,3/3/2016 18:26,Updated by 750,3-Mar-16,Phone,Location 143,Category 53,Subcategory 117,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 28,Resolver 236,True,False,Do Not Notify,?,?,?,?,code 1,User_215,4/3/2016 8:46,9/3/2016 9:00,Moderate
INC0002167,New,True,0,0,0,True,Caller 1097,Opened by  390,3/3/2016 18:24,?,?,Updated by 908,3-Mar-16,Phone,Location 229,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,User_11,17-03-2016 11:55,24-03-2016 18:59,Moderate
INC0002168,New,True,0,0,0,True,Caller 4957,Opened by  402,3/3/2016 18:27,Created by 172,3/3/2016 18:37,Updated by 750,3-Mar-16,Phone,Location 38,Category 53,Subcategory 13,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 29,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,User_30,22-03-2016 15:25,27-03-2016 15:59,Moderate
INC0002169,New,True,0,0,0,True,Caller 5121,Opened by  402,3/3/2016 18:38,Created by 172,3/3/2016 18:41,Updated by 750,3-Mar-16,Phone,Location 161,Category 53,Subcategory 153,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 24,Resolver 249,True,False,Do Not Notify,?,?,?,?,code 6,User_227,4/3/2016 8:13,9/3/2016 9:00,Moderate
INC0002171,Resolved,True,0,0,0,True,Caller 1438,Opened by  47,3/3/2016 18:44,?,?,Updated by 908,3-Mar-16,Phone,Location 143,Category 26,Subcategory 175,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,User_24,?,8/3/2016 20:00,Moderate
INC0002172,Active,True,0,0,0,True,Caller 611,Opened by  221,3/3/2016 18:55,?,?,Updated by 908,3-Mar-16,Phone,Location 93,Category 53,Subcategory 178,Symptom 22,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 10,User_103,3/3/2016 19:04,8/3/2016 20:00,Moderate
INC0002173,New,True,0,0,0,True,Caller 2503,Opened by  239,3/3/2016 18:56,?,?,Updated by 908,3-Mar-16,Phone,Location 125,Category 40,Subcategory 215,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 8,User_114,3/3/2016 18:58,8/3/2016 19:00,Moderate
INC0002175,New,True,0,0,0,True,Caller 1438,Opened by  47,3/3/2016 19:08,Created by 25,3/3/2016 19:11,Updated by 111,3-Mar-16,Phone,Location 143,Category 53,Subcategory 117,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 28,Resolver 236,True,False,Do Not Notify,?,?,?,?,code 9,User_215,4/3/2016 16:20,9/3/2016 17:00,Moderate
INC0002176,New,True,0,0,0,True,Caller 2593,Opened by  305,3/3/2016 19:08,Created by 130,3/3/2016 19:13,Updated by 578,3-Mar-16,Phone,Location 204,Category 44,Subcategory 229,Symptom 155,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 5,Resolver 13,True,False,Do Not Notify,?,?,?,?,code 6,User_11,18-03-2016 14:41,24-03-2016 18:59,Moderate
INC0002178,New,True,0,0,0,True,Caller 1399,Opened by  390,3/3/2016 19:21,Created by 169,3/3/2016 19:24,Updated by 727,3-Mar-16,Phone,Location 161,Category 53,Subcategory 117,Symptom 382,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 89,True,False,Do Not Notify,?,?,?,?,code 9,User_81,4/3/2016 14:28,9/3/2016 15:00,Moderate
INC0002180,Active,True,0,0,0,True,Caller 672,Opened by  305,3/3/2016 19:26,?,?,Updated by 908,3-Mar-16,Phone,Location 143,Category 20,Subcategory 103,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 126,True,False,Do Not Notify,?,?,?,?,code 7,User_114,3/3/2016 20:04,8/3/2016 21:00,Moderate
INC0002181,New,True,0,0,0,True,Caller 156,Opened by  390,3/3/2016 19:35,Created by 169,3/3/2016 19:37,Updated by 727,3-Mar-16,Phone,Location 161,Category 42,Subcategory 224,Symptom 494,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 155,True,False,Do Not Notify,?,?,?,?,code 3,User_139,15-03-2016 17:11,24-03-2016 18:59,Moderate
INC0002183,New,True,0,0,0,True,Caller 2942,Opened by  305,3/3/2016 19:52,Created by 130,3/3/2016 20:07,Updated by 578,3-Mar-16,Phone,Location 91,Category 9,Subcategory 164,Symptom 473,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 29,Resolver 24,True,False,Do Not Notify,?,?,?,?,code 10,User_22,8/3/2016 11:49,24-03-2016 18:40,Moderate
INC0002188,New,True,0,0,0,True,Caller 2942,Opened by  390,3/3/2016 20:38,Created by 169,3/3/2016 20:55,Updated by 727,3-Mar-16,Phone,Location 91,Category 40,Subcategory 215,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 89,True,False,Do Not Notify,?,?,?,?,code 6,User_81,9/3/2016 14:46,24-03-2016 18:40,Moderate
INC0002190,Active,True,0,0,0,True,Caller 1638,Opened by  305,3/3/2016 21:18,Created by 130,3/3/2016 21:30,Updated by 578,3-Mar-16,Phone,Location 143,Category 26,Subcategory 164,Symptom 116,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,Resolver 33,True,False,Do Not Notify,?,?,?,?,code 6,User_71,16-03-2016 08:50,24-03-2016 18:59,Moderate
INC0002192,New,True,0,0,0,True,Caller 1950,Opened by  390,3/3/2016 23:07,Created by 169,3/3/2016 23:11,Updated by 727,3-Mar-16,Phone,Location 204,Category 53,Subcategory 80,Symptom 582,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,User_210,4/3/2016 9:30,9/3/2016 10:00,Moderate
INC0013755,New,True,0,0,0,True,Caller 1807,Opened by  397,1/4/2016 0:01,?,?,Updated by 908,4-Jan-16,Phone,Location 143,Category 42,Subcategory 223,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,User_174,1/4/2016 1:24,6/4/2016 1:59,Moderate
INC0013756,New,True,0,0,0,True,Caller 1281,Opened by  463,1/4/2016 0:15,?,?,Updated by 908,4-Jan-16,Phone,Location 161,Category 46,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 7,User_44,1/4/2016 0:48,6/4/2016 0:59,Moderate
INC0013757,New,True,0,0,0,True,Caller 1467,Opened by  397,1/4/2016 0:19,?,?,Updated by 908,4-Jan-16,Phone,Location 204,Category 42,Subcategory 223,?,?,2 - Medium,2 - Medium,3 - Moderate,P3,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 7,User_174,5/4/2016 3:21,10/4/2016 3:59,Moderate
